name	month	Gender	Ethnicity	IEP	satisfactory	mildly.chronic	moderately.chronic	chronic
Meachem Elementary School	5	Female	Other	Yes	1	2	2	3
Meachem Elementary School	5	Female	White	No	20	13	3	5
Meachem Elementary School	5	Female	White	Yes	1	2	4	1
Meachem Elementary School	5	Male	Black	No	49	24	33	7
Meachem Elementary School	5	Male	Black	Yes	18	12	15	3
Meachem Elementary School	5	Male	Hispanic	No	4	3	1	0
Meachem Elementary School	5	Male	Hispanic	Yes	2	1	1	1
Meachem Elementary School	5	Male	Other	No	12	6	2	3
Meachem Elementary School	5	Male	Other	Yes	2	2	1	2
Meachem Elementary School	5	Male	White	No	16	12	5	1
Meachem Elementary School	5	Male	White	Yes	8	1	2	4
Meachem Elementary School	6	Female	Black	No	54	23	19	6
Meachem Elementary School	6	Female	Black	Yes	5	2	3	4
Meachem Elementary School	6	Female	Hispanic	No	7	4	2	1
Meachem Elementary School	6	Female	Hispanic	Yes	2	0	0	1
Meachem Elementary School	6	Female	Other	No	14	10	4	3
Meachem Elementary School	6	Female	Other	Yes	2	2	1	3
Meachem Elementary School	6	Female	White	No	21	9	9	2
Meachem Elementary School	6	Female	White	Yes	3	2	2	1
Meachem Elementary School	6	Male	Black	No	54	22	29	8
Meachem Elementary School	6	Male	Black	Yes	17	10	12	9
Meachem Elementary School	6	Male	Hispanic	No	6	0	1	0
Meachem Elementary School	6	Male	Hispanic	Yes	1	1	1	2
Meachem Elementary School	6	Male	Other	No	10	7	5	1
Meachem Elementary School	6	Male	Other	Yes	2	1	1	3
Meachem Elementary School	6	Male	White	No	12	9	7	6
Meachem Elementary School	6	Male	White	Yes	7	3	3	2
Meachem Elementary School	7	Female	Black	No	63	18	15	7
Meachem Elementary School	7	Female	Black	Yes	8	1	3	2
Meachem Elementary School	7	Female	Hispanic	No	7	3	2	2
Meachem Elementary School	7	Female	Hispanic	Yes	2	0	0	1
Meachem Elementary School	7	Female	Other	No	18	5	5	3
Meachem Elementary School	7	Female	Other	Yes	2	2	1	3
Meachem Elementary School	7	Female	White	No	27	4	2	8
Meachem Elementary School	7	Female	White	Yes	4	2	2	0
Meachem Elementary School	7	Male	Black	No	65	16	18	15
Meachem Elementary School	7	Male	Black	Yes	24	7	11	7
Meachem Elementary School	7	Male	Hispanic	No	5	0	0	1
Meachem Elementary School	7	Male	Hispanic	Yes	1	0	1	3
Meachem Elementary School	7	Male	Other	No	10	6	6	1
Meachem Elementary School	7	Male	Other	Yes	2	1	4	0
Meachem Elementary School	7	Male	White	No	10	10	11	3
Meachem Elementary School	7	Male	White	Yes	6	2	6	1
Meachem Elementary School	8	Female	Black	No	50	27	20	5
Meachem Elementary School	8	Female	Black	Yes	4	5	5	0
Meachem Elementary School	8	Female	Hispanic	No	5	8	1	0
Meachem Elementary School	8	Female	Hispanic	Yes	2	0	0	1
Meachem Elementary School	8	Female	Other	No	15	6	7	2
Meachem Elementary School	8	Female	Other	Yes	2	2	3	1
Meachem Elementary School	8	Female	White	No	17	10	8	3
Meachem Elementary School	8	Female	White	Yes	1	2	3	2
Meachem Elementary School	8	Male	Black	No	53	30	18	13
Meachem Elementary School	8	Male	Black	Yes	19	9	11	8
Meachem Elementary School	8	Male	Hispanic	No	2	2	2	1
Meachem Elementary School	8	Male	Hispanic	Yes	2	1	3	0
Meachem Elementary School	8	Male	Other	No	9	6	4	4
Meachem Elementary School	8	Male	Other	Yes	4	0	3	0
Meachem Elementary School	8	Male	White	No	14	10	5	5
Meachem Elementary School	8	Male	White	Yes	3	8	3	1
Meachem Elementary School	9	Female	Black	No	74	14	9	5
Meachem Elementary School	9	Female	Black	Yes	9	1	3	1
Meachem Elementary School	9	Female	Hispanic	No	11	0	3	0
Meachem Elementary School	9	Female	Hispanic	Yes	2	0	0	1
Meachem Elementary School	9	Female	Other	No	19	5	3	3
Meachem Elementary School	9	Female	Other	Yes	3	1	2	2
Meachem Elementary School	9	Female	White	No	26	5	4	2
Meachem Elementary School	9	Female	White	Yes	6	0	1	1
Meachem Elementary School	9	Male	Black	No	76	6	17	14
Meachem Elementary School	9	Male	Black	Yes	29	4	10	3
Meachem Elementary School	9	Male	Hispanic	No	6	0	0	1
Meachem Elementary School	9	Male	Hispanic	Yes	4	1	1	0
Meachem Elementary School	9	Male	Other	No	14	3	3	4
Meachem Elementary School	9	Male	Other	Yes	4	0	2	1
Meachem Elementary School	9	Male	White	No	24	4	5	0
Meachem Elementary School	9	Male	White	Yes	6	4	3	1
Meachem Elementary School	10	Female	Black	No	94	0	0	8
Meachem Elementary School	10	Female	Black	Yes	14	0	0	0
Meachem Elementary School	10	Female	Hispanic	No	14	0	0	0
Meachem Elementary School	10	Female	Hispanic	Yes	3	0	0	0
Meachem Elementary School	10	Female	Other	No	28	0	0	2
Meachem Elementary School	10	Female	Other	Yes	6	0	0	2
Meachem Elementary School	10	Female	White	No	34	0	0	2
Meachem Elementary School	10	Female	White	Yes	6	0	0	2
Meachem Elementary School	10	Male	Black	No	105	0	0	8
Meachem Elementary School	10	Male	Black	Yes	41	0	0	5
Meachem Elementary School	10	Male	Hispanic	No	6	0	0	1
Meachem Elementary School	10	Male	Hispanic	Yes	5	0	0	1
Meachem Elementary School	10	Male	Other	No	20	0	0	4
Meachem Elementary School	10	Male	Other	Yes	5	0	0	2
Meachem Elementary School	10	Male	White	No	33	0	0	0
Meachem Elementary School	10	Male	White	Yes	11	0	0	3
Middle School Alternative Program	1	Male	Black	No	0	0	0	1
Middle School Alternative Program	2	Female	Black	No	2	0	0	0
Middle School Alternative Program	2	Female	White	No	1	0	0	0
Middle School Alternative Program	2	Male	Black	No	0	1	0	1
Middle School Alternative Program	2	Male	Black	Yes	1	0	0	1
Middle School Alternative Program	2	Male	Hispanic	No	1	0	0	1
Middle School Alternative Program	2	Male	White	No	0	0	1	0
Middle School Alternative Program	2	Male	White	Yes	0	0	0	1
Middle School Alternative Program	3	Female	Black	No	3	0	0	3
Middle School Alternative Program	3	Female	Hispanic	No	0	0	0	1
Middle School Alternative Program	3	Female	White	No	1	0	0	0
Middle School Alternative Program	3	Male	Black	No	3	2	4	1
Middle School Alternative Program	3	Male	Black	Yes	2	0	0	1
Middle School Alternative Program	3	Male	Hispanic	No	1	1	0	2
Middle School Alternative Program	3	Male	Other	No	1	1	0	0
Middle School Alternative Program	3	Male	White	No	3	1	1	1
Middle School Alternative Program	3	Male	White	Yes	0	0	0	1
Middle School Alternative Program	4	Female	Black	No	4	3	1	2
Middle School Alternative Program	4	Female	Hispanic	No	0	0	0	1
Middle School Alternative Program	4	Female	Other	No	1	0	0	0
Middle School Alternative Program	4	Female	White	No	0	1	1	0
Middle School Alternative Program	4	Male	Black	No	6	1	4	6
Middle School Alternative Program	4	Male	Black	Yes	0	2	1	2
Middle School Alternative Program	4	Male	Hispanic	No	1	0	1	3
Middle School Alternative Program	4	Male	Other	No	2	0	0	0
Middle School Alternative Program	4	Male	White	No	2	1	3	3
Middle School Alternative Program	4	Male	White	Yes	0	0	0	1
Middle School Alternative Program	5	Female	Black	No	4	2	5	1
Middle School Alternative Program	5	Female	Black	Yes	3	0	0	0
Middle School Alternative Program	5	Female	Hispanic	No	1	0	0	0
Middle School Alternative Program	5	Female	Other	No	0	1	0	0
Middle School Alternative Program	5	Female	Other	Yes	0	0	0	1
Middle School Alternative Program	5	Female	White	No	2	0	0	1
Middle School Alternative Program	5	Male	Black	No	5	4	4	6
Middle School Alternative Program	5	Male	Black	Yes	3	0	1	2
Middle School Alternative Program	5	Male	Hispanic	No	0	1	1	3
Middle School Alternative Program	5	Male	Hispanic	Yes	0	0	0	1
Middle School Alternative Program	5	Male	Other	No	1	0	0	1
Middle School Alternative Program	5	Male	Other	Yes	1	0	0	0
Middle School Alternative Program	5	Male	White	No	2	2	2	3
Middle School Alternative Program	5	Male	White	Yes	0	0	0	1
Middle School Alternative Program	6	Female	Black	No	5	4	2	2
Middle School Alternative Program	6	Female	Black	Yes	0	0	2	1
Middle School Alternative Program	6	Female	Hispanic	No	1	0	1	0
Middle School Alternative Program	6	Female	Other	No	0	0	0	1
Middle School Alternative Program	6	Female	Other	Yes	0	0	0	1
Middle School Alternative Program	6	Female	White	No	0	1	1	1
Middle School Alternative Program	6	Male	Black	No	11	2	3	7
Middle School Alternative Program	6	Male	Black	Yes	3	0	1	3
Middle School Alternative Program	6	Male	Hispanic	No	0	1	0	3
Middle School Alternative Program	6	Male	Other	No	1	0	0	1
Middle School Alternative Program	6	Male	White	No	2	1	2	4
Middle School Alternative Program	6	Male	White	Yes	0	0	1	0
Middle School Alternative Program	7	Female	Black	No	8	0	5	6
Middle School Alternative Program	7	Female	Black	Yes	0	1	2	0
Middle School Alternative Program	7	Female	Hispanic	No	1	0	0	0
Middle School Alternative Program	7	Female	Other	Yes	0	0	0	1
Middle School Alternative Program	7	Female	White	No	2	0	1	2
Middle School Alternative Program	7	Male	Black	No	14	5	6	4
Middle School Alternative Program	7	Male	Black	Yes	3	0	1	3
Middle School Alternative Program	7	Male	Hispanic	No	1	0	1	2
Middle School Alternative Program	7	Male	Other	No	2	0	0	0
Middle School Alternative Program	7	Male	White	No	3	2	1	3
Middle School Alternative Program	7	Male	White	Yes	0	0	0	1
Middle School Alternative Program	8	Female	Black	No	8	8	2	1
Middle School Alternative Program	8	Female	Black	Yes	2	0	0	0
Middle School Alternative Program	8	Female	Hispanic	No	1	0	0	1
Middle School Alternative Program	8	Female	White	No	2	1	1	1
Middle School Alternative Program	8	Male	Black	No	14	3	5	6
Middle School Alternative Program	8	Male	Black	Yes	1	2	2	0
Middle School Alternative Program	8	Male	Hispanic	No	1	1	2	0
Middle School Alternative Program	8	Male	Other	No	1	1	0	0
Middle School Alternative Program	8	Male	Other	Yes	1	0	0	0
Middle School Alternative Program	8	Male	White	No	4	2	1	1
Middle School Alternative Program	8	Male	White	Yes	0	0	0	1
Middle School Alternative Program	9	Female	Black	No	12	4	2	1
Middle School Alternative Program	9	Female	Hispanic	No	0	1	0	0
Middle School Alternative Program	9	Female	White	No	2	2	1	0
Middle School Alternative Program	9	Male	Black	No	16	6	4	1
Middle School Alternative Program	9	Male	Black	Yes	1	2	0	0
Middle School Alternative Program	9	Male	Hispanic	No	3	1	0	1
Middle School Alternative Program	9	Male	Other	No	1	1	0	0
Middle School Alternative Program	9	Male	Other	Yes	1	0	0	0
Middle School Alternative Program	9	Male	White	No	4	3	1	0
Middle School Alternative Program	9	Male	White	Yes	0	0	1	0
Middle School Alternative Program	10	Female	Black	No	19	0	0	0
Middle School Alternative Program	10	Female	Hispanic	No	1	0	0	0
Middle School Alternative Program	10	Female	White	No	5	0	0	0
Middle School Alternative Program	10	Male	Black	No	26	0	0	0
Middle School Alternative Program	10	Male	Black	Yes	3	0	0	0
Middle School Alternative Program	10	Male	Hispanic	No	5	0	0	0
Middle School Alternative Program	10	Male	Other	No	2	0	0	0
Middle School Alternative Program	10	Male	Other	Yes	1	0	0	0
Middle School Alternative Program	10	Male	White	No	8	0	0	0
Middle School Alternative Program	10	Male	White	Yes	1	0	0	0
Nottingham High School	1	Female	Black	No	198	55	19	12
Nottingham High School	1	Female	Black	Yes	31	8	1	13
Nottingham High School	1	Female	Hispanic	No	31	4	4	3
Nottingham High School	1	Female	Hispanic	Yes	10	1	2	0
Nottingham High School	1	Female	Other	No	68	16	6	7
Nottingham High School	1	Female	Other	Yes	0	1	1	0
Nottingham High School	1	Female	White	No	80	22	10	9
Nottingham High School	1	Female	White	Yes	11	3	0	4
Nottingham High School	1	Male	Black	No	181	47	17	14
Nottingham High School	1	Male	Black	Yes	59	16	8	16
Nottingham High School	1	Male	Hispanic	No	19	5	5	3
Nottingham High School	1	Male	Hispanic	Yes	7	2	1	1
Nottingham High School	1	Male	Other	No	71	9	3	5
Nottingham High School	1	Male	Other	Yes	5	2	1	0
Nottingham High School	1	Male	White	No	66	17	4	12
Nottingham High School	1	Male	White	Yes	18	5	3	3
Nottingham High School	2	Female	Black	No	237	17	17	18
Nottingham High School	2	Female	Black	Yes	31	6	2	8
Nottingham High School	2	Female	Hispanic	No	28	1	6	5
Nottingham High School	2	Female	Hispanic	Yes	11	2	0	0
Nottingham High School	2	Female	Other	No	75	4	5	11
Nottingham High School	2	Female	Other	Yes	1	0	1	1
Nottingham High School	2	Female	White	No	102	8	6	5
Nottingham High School	2	Female	White	Yes	11	3	0	3
Nottingham High School	2	Male	Black	No	216	12	15	14
Nottingham High School	2	Male	Black	Yes	64	5	10	21
Nottingham High School	2	Male	Hispanic	No	24	2	1	5
Nottingham High School	2	Male	Hispanic	Yes	6	3	1	1
Nottingham High School	2	Male	Other	No	72	4	4	5
Nottingham High School	2	Male	Other	Yes	8	1	0	0
Nottingham High School	2	Male	White	No	69	8	3	12
Nottingham High School	2	Male	White	Yes	17	4	1	6
Nottingham High School	3	Female	Black	No	159	68	34	22
Nottingham High School	3	Female	Black	Yes	16	13	6	13
Nottingham High School	3	Female	Hispanic	No	15	10	6	9
Nottingham High School	3	Female	Hispanic	Yes	6	4	1	2
Nottingham High School	3	Female	Other	No	50	25	8	12
Nottingham High School	3	Female	Other	Yes	0	0	3	0
Nottingham High School	3	Female	White	No	71	22	19	6
Nottingham High School	3	Female	White	Yes	4	6	4	3
Nottingham High School	3	Male	Black	No	144	71	24	16
Nottingham High School	3	Male	Black	Yes	45	19	10	23
Nottingham High School	3	Male	Hispanic	No	15	9	3	6
Nottingham High School	3	Male	Hispanic	Yes	3	4	2	1
Nottingham High School	3	Male	Other	No	48	17	12	6
Nottingham High School	3	Male	Other	Yes	3	2	3	1
Nottingham High School	3	Male	White	No	42	27	12	8
Nottingham High School	3	Male	White	Yes	14	7	2	5
Nottingham High School	4	Female	Black	No	182	50	29	25
Nottingham High School	4	Female	Black	Yes	17	9	7	11
Nottingham High School	4	Female	Hispanic	No	16	10	5	9
Nottingham High School	4	Female	Hispanic	Yes	5	4	2	2
Nottingham High School	4	Female	Other	No	50	17	13	15
Nottingham High School	4	Female	Other	Yes	1	0	2	0
Nottingham High School	4	Female	White	No	67	27	13	12
Nottingham High School	4	Female	White	Yes	7	4	1	4
Nottingham High School	4	Male	Black	No	159	52	26	22
Nottingham High School	4	Male	Black	Yes	53	12	11	19
Nottingham High School	4	Male	Hispanic	No	12	6	4	9
Nottingham High School	4	Male	Hispanic	Yes	4	1	2	3
Nottingham High School	4	Male	Other	No	48	18	13	4
Nottingham High School	4	Male	Other	Yes	4	0	4	1
Nottingham High School	4	Male	White	No	44	22	10	10
Nottingham High School	4	Male	White	Yes	10	6	3	9
Nottingham High School	5	Female	Black	No	198	40	23	26
Nottingham High School	5	Female	Black	Yes	22	6	4	14
Nottingham High School	5	Female	Hispanic	No	20	6	5	8
Nottingham High School	5	Female	Hispanic	Yes	4	4	1	4
Nottingham High School	5	Female	Other	No	60	9	11	12
Nottingham High School	5	Female	Other	Yes	2	0	0	2
Nottingham High School	5	Female	White	No	82	12	12	13
Nottingham High School	5	Female	White	Yes	4	1	5	5
Nottingham High School	5	Male	Black	No	164	45	28	21
Nottingham High School	5	Male	Black	Yes	54	10	8	23
Nottingham High School	5	Male	Hispanic	No	15	3	4	9
Nottingham High School	5	Male	Hispanic	Yes	5	1	1	3
Nottingham High School	5	Male	Other	No	67	4	7	7
Nottingham High School	5	Male	Other	Yes	5	2	1	0
Nottingham High School	5	Male	White	No	48	17	14	7
Nottingham High School	5	Male	White	Yes	12	6	3	7
Nottingham High School	6	Female	Black	No	191	46	23	23
Nottingham High School	6	Female	Black	Yes	21	10	5	9
Nottingham High School	6	Female	Hispanic	No	16	4	11	6
Nottingham High School	6	Female	Hispanic	Yes	4	1	3	5
Nottingham High School	6	Female	Other	No	61	15	5	9
Nottingham High School	6	Female	Other	Yes	1	0	2	1
Nottingham High School	6	Female	White	No	81	15	9	11
Nottingham High School	6	Female	White	Yes	5	1	6	3
Nottingham High School	6	Male	Black	No	168	38	24	19
Nottingham High School	6	Male	Black	Yes	51	12	11	20
Nottingham High School	6	Male	Hispanic	No	20	3	4	3
Nottingham High School	6	Male	Hispanic	Yes	4	3	0	3
Nottingham High School	6	Male	Other	No	60	10	9	6
Nottingham High School	6	Male	Other	Yes	6	0	1	1
Nottingham High School	6	Male	White	No	41	19	11	14
Nottingham High School	6	Male	White	Yes	13	1	4	9
Nottingham High School	7	Female	Black	No	229	22	15	16
Nottingham High School	7	Female	Black	Yes	24	5	7	7
Nottingham High School	7	Female	Hispanic	No	25	2	3	7
Nottingham High School	7	Female	Hispanic	Yes	8	0	2	1
Nottingham High School	7	Female	Other	No	73	4	4	9
Nottingham High School	7	Female	Other	Yes	2	0	1	1
Nottingham High School	7	Female	White	No	92	11	6	5
Nottingham High School	7	Female	White	Yes	8	1	3	3
Nottingham High School	7	Male	Black	No	207	18	5	17
Nottingham High School	7	Male	Black	Yes	63	8	6	16
Nottingham High School	7	Male	Hispanic	No	21	2	0	5
Nottingham High School	7	Male	Hispanic	Yes	8	0	2	0
Nottingham High School	7	Male	Other	No	70	4	7	3
Nottingham High School	7	Male	Other	Yes	6	0	0	2
Nottingham High School	7	Male	White	No	65	10	2	9
Nottingham High School	7	Male	White	Yes	16	1	2	8
Nottingham High School	8	Female	Black	No	214	28	31	13
Nottingham High School	8	Female	Black	Yes	17	6	7	11
Nottingham High School	8	Female	Hispanic	No	19	7	5	6
Nottingham High School	8	Female	Hispanic	Yes	5	2	1	2
Nottingham High School	8	Female	Other	No	62	11	5	13
Nottingham High School	8	Female	Other	Yes	1	1	2	0
Nottingham High School	8	Female	White	No	83	10	14	7
Nottingham High School	8	Female	White	Yes	6	3	3	2
Nottingham High School	8	Male	Black	No	183	28	17	17
Nottingham High School	8	Male	Black	Yes	60	10	7	17
Nottingham High School	8	Male	Hispanic	No	14	6	2	3
Nottingham High School	8	Male	Hispanic	Yes	9	0	0	1
Nottingham High School	8	Male	Other	No	61	11	8	4
Nottingham High School	8	Male	Other	Yes	5	0	1	2
Nottingham High School	8	Male	White	No	55	14	8	8
Nottingham High School	8	Male	White	Yes	17	1	1	8
Nottingham High School	9	Female	Black	No	235	13	12	17
Nottingham High School	9	Female	Black	Yes	23	3	6	6
Nottingham High School	9	Female	Hispanic	No	23	2	5	7
Nottingham High School	9	Female	Hispanic	Yes	5	4	0	1
Nottingham High School	9	Female	Other	No	70	5	3	11
Nottingham High School	9	Female	Other	Yes	2	2	0	0
Nottingham High School	9	Female	White	No	93	8	5	6
Nottingham High School	9	Female	White	Yes	9	0	3	2
Nottingham High School	9	Male	Black	No	204	11	14	14
Nottingham High School	9	Male	Black	Yes	60	7	5	20
Nottingham High School	9	Male	Hispanic	No	18	4	1	3
Nottingham High School	9	Male	Hispanic	Yes	7	1	0	1
Nottingham High School	9	Male	Other	No	63	4	9	7
Nottingham High School	9	Male	Other	Yes	5	0	2	1
Nottingham High School	9	Male	White	No	67	6	1	9
Nottingham High School	9	Male	White	Yes	21	0	0	6
Nottingham High School	10	Female	Black	No	266	0	0	8
Nottingham High School	10	Female	Black	Yes	36	0	0	1
Nottingham High School	10	Female	Hispanic	No	31	0	0	6
Nottingham High School	10	Female	Hispanic	Yes	10	0	0	0
Nottingham High School	10	Female	Other	No	82	0	0	5
Nottingham High School	10	Female	Other	Yes	4	0	0	0
Nottingham High School	10	Female	White	No	109	0	0	2
Nottingham High School	10	Female	White	Yes	10	0	0	2
Nottingham High School	10	Male	Black	No	231	0	0	9
Nottingham High School	10	Male	Black	Yes	80	0	0	9
Nottingham High School	10	Male	Hispanic	No	25	0	0	1
Nottingham High School	10	Male	Hispanic	Yes	9	0	0	0
Nottingham High School	10	Male	Other	No	78	0	0	5
Nottingham High School	10	Male	Other	Yes	8	0	0	0
Nottingham High School	10	Male	White	No	79	0	0	4
Nottingham High School	10	Male	White	Yes	24	0	0	2
P-Tech	1	Female	Black	No	14	1	0	0
P-Tech	1	Female	Black	Yes	2	0	0	0
P-Tech	1	Female	Hispanic	No	5	1	1	0
P-Tech	1	Female	Hispanic	Yes	1	0	0	0
P-Tech	1	Female	Other	No	5	0	0	0
P-Tech	1	Female	White	No	4	0	0	0
P-Tech	1	Female	White	Yes	2	0	0	0
P-Tech	1	Male	Black	No	25	0	0	0
P-Tech	1	Male	Black	Yes	1	1	0	0
P-Tech	1	Male	Hispanic	No	5	0	0	0
P-Tech	1	Male	Hispanic	Yes	1	0	0	0
P-Tech	1	Male	Other	No	1	2	0	0
P-Tech	1	Male	White	No	12	2	2	0
P-Tech	1	Male	White	Yes	1	2	0	0
P-Tech	2	Female	Black	No	16	0	0	0
P-Tech	2	Female	Black	Yes	2	0	0	0
P-Tech	2	Female	Hispanic	No	6	0	1	0
P-Tech	2	Female	Hispanic	Yes	1	0	0	0
P-Tech	2	Female	Other	No	5	0	0	0
P-Tech	2	Female	White	No	4	0	0	0
P-Tech	2	Female	White	Yes	2	0	0	0
P-Tech	2	Male	Black	No	24	1	0	0
P-Tech	2	Male	Black	Yes	1	0	0	0
P-Tech	2	Male	Hispanic	No	4	0	1	0
P-Tech	2	Male	Hispanic	Yes	1	0	0	0
P-Tech	2	Male	Other	No	3	0	0	0
P-Tech	2	Male	White	No	15	1	0	0
P-Tech	2	Male	White	Yes	3	0	0	0
P-Tech	3	Female	Black	No	13	2	0	0
P-Tech	3	Female	Black	Yes	1	1	0	0
P-Tech	3	Female	Hispanic	No	6	1	0	0
P-Tech	3	Female	Hispanic	Yes	1	0	0	0
P-Tech	3	Female	Other	No	5	0	0	0
P-Tech	3	Female	White	No	4	0	0	0
P-Tech	3	Female	White	Yes	2	0	0	0
P-Tech	3	Male	Black	No	20	4	1	0
P-Tech	3	Male	Black	Yes	1	0	0	0
P-Tech	3	Male	Hispanic	No	5	0	0	0
P-Tech	3	Male	Hispanic	Yes	1	0	0	0
P-Tech	3	Male	Other	No	2	0	1	0
P-Tech	3	Male	White	No	13	2	1	0
P-Tech	3	Male	White	Yes	3	0	0	0
P-Tech	4	Female	Black	No	13	1	1	0
P-Tech	4	Female	Black	Yes	2	0	0	0
P-Tech	4	Female	Hispanic	No	6	1	0	0
P-Tech	4	Female	Hispanic	Yes	0	1	0	0
P-Tech	4	Female	Other	No	5	0	0	0
P-Tech	4	Female	White	No	3	1	0	0
